,Make,Model,Year of Manufacture,Color,Price,Location,Trim,Drivetrain,Engine Size,Number of Cylinders,Horse Power,Interior Color,Seats,Registered Car,Second Condition,Body,Exchange Possible,VIN Chassis number
0,Mercedes-Benz,C180,2000,Blue,4000000.0,Kano,,,,,,,,,,,,
1,Mercedes-Benz,E350,2014,Black,13500000.0,Abuja,Base 4Matic Sedan AWD (3.5L 6cyl 7A),All Wheel,3500cc,6,302hp,Brown,5,Yes,,,,
2,Toyota,Sienna,2012,Black,16999999.0,Lagos,SE 8 Passenger,Front Wheel,3500cc,6,270hp,Black,8,No,No faults,Minivan,No,
3,Mercedes-Benz,GLE-Class,2021,Blue,190000000.0,Lagos,AMG GLE 53 4MATIC,All Wheel,3000cc,6,429hp,Other,5,No,No faults,SUV,,
4,Honda,Accord,2005,Silver,2800000.0,Kaduna,2.4 Type S Automatic,Front Wheel,,,,Black,,Yes,"First owner, First registration, No faults",,,
5,Mercedes-Benz,GLC-Class,2019,Gray,62500000.0,Lagos,,,,,,Black,,Yes,No faults,,,
6,Lexus,GS,2007,Blue,7500000.0,Lagos,350 4WD,All Wheel,3500cc,6,307hp,Other,5,Yes,"No faults, First registration",Sedan,Yes,
7,Lexus,ES,2009,Silver,10500000.0,Lagos,350,Front,,6,,Black,5,Yes,"First registration, First owner",Sedan,No,
8,Acura,TLX,2016,Black,17500000.0,Abuja,Tech V6 SH-AWD (3.5L 6cyl 9A),All Wheel,3500cc,6,,Other,,No,No faults,,Yes,
9,Lexus,RX,2017,Off white,38700000.0,Lagos,350 FWD,Front Wheel,3500cc,6,295hp,Gray,5,Yes,"First owner, Original parts, No faults",SUV,,
10,Toyota,Tundra,2008,Burgundy,18000000.0,Enugu,Double Cab 4x4 SR5 5.7L Long Bed,All Wheel,5700cc,8,387hp,Beige,6,Yes,,Pickup,,
11,Toyota,Camry,2013,Black,16000000.0,Lagos,,,,,,Gray,,No,No faults,,,
12,Nissan,Titan,2007,Brown,8600000.0,Enugu,Crew Cab SE 4x4,All Wheel,5600cc,8,321hp,Gray,5,Yes,First registration,Pickup,,
13,Mercedes-Benz,GLE-Class,2016,Black,49000000.0,Lagos,,,,,,Black,,No,"Original parts, No faults",,,
14,Mercedes-Benz,GLK-Class,2011,Black,18000000.0,Lagos,,,,,,Other,,No,"Original parts, No faults",,,
15,Honda,CR-V,2016,Black,14000000.0,Abuja,,,,,,Black,,No,,,,
16,Kia,K5,2022,Black,26500000.0,Lagos,,,,,,Black,,No,No faults,,,
17,Land Rover,Range Rover Vogue,2024,Black,290000000.0,Abuja,,,,,,Beige,,No,No faults,,,
18,Mercedes-Benz,GLK-Class,2014,Black,27200000.0,Abuja,,,,,,Other,,No,,,,
19,Mercedes-Benz,GLK-Class,2014,Gray,26000000.0,Lagos,,,,,,Black,,No,"Original parts, No faults",,,
20,Toyota,Highlander,2014,Gold,36000000.0,Lagos,,,,,,Beige,,No,No faults,,,
21,Mercedes-Benz,GLE-Class,2016,Black,43500000.0,Lagos,,,,,,Black,,No,"No faults, Unpainted",,,
22,Toyota,RAV4,2013,Black,17000000.0,Lagos,,,,,,,,No,No faults,,,
23,Mercedes-Benz,E350,2010,White,9850000.0,Abuja,,,,,,Other,,Yes,No faults,,Yes,
24,Ford,Edge,2009,White,4800000.0,Lagos,Limited 4dr AWD (3.5L 6cyl 6A),All Wheel,3500cc,6,265hp,Black,5,,No faults,SUV,,
25,Mercedes-Benz,GLE-Class,2016,Blue,42500000.0,Lagos,GLE 350,,,,,White,,No,No faults,,No,
26,Mercedes-Benz,GLA 250,2015,Silver,26000000.0,Lagos,,,,,,White,,No,"No faults, Unpainted",,,
27,Toyota,RAV4,2008,Gold,12800000.0,Lagos,,,,,,,,No,No faults,,,
28,Land Rover,Range Rover,2018,Green,125000000.0,Lagos,5.0L Supercharged LWB,,,,,Black,,No,No faults,,,
29,Lexus,RX 330,2004,Silver,12800000.0,Lagos,,,,,,,,No,No faults,,,
30,Mercedes-Benz,GLS-Class,2018,Gray,76000000.0,Abuja,,,,,,Black,,No,No faults,,,
31,Mercedes-Benz,C180,2000,Gold,3350000.0,Abuja,,,,,,Other,,No,No faults,,Yes,
32,Mercedes-Benz,GLE-Class,2017,Black,86000000.0,Lagos,AMG GLE 43 4MATIC,All Wheel,3000cc,6,362hp,Other,5,No,No faults,SUV,Yes,
33,Lexus,RX,2005,Black,12000000.0,Lagos,330,Front Wheel,3300cc,6,234hp,Other,5,No,No faults,SUV,,
34,Toyota,Sequoia,2005,Silver,13800000.0,Lagos,,,,,,White,,No,"No faults, Unpainted",,,
35,Toyota,Venza,2012,Black,19500000.0,Lagos,,,,,,Gray,,No,No faults,,,
36,Toyota,RAV4,2013,Silver,22000000.0,Lagos,,,,,,,,No,,,,
37,Toyota,Highlander,2015,Blue,29250000.0,Lagos,Limited 4dr SUV AWD (3.5L 6cyl 6A),All Wheel,3500cc,6,270hp,Gray,7,No,No faults,SUV,,
38,Toyota,Highlander,2016,White,29500000.0,Lagos,,,,,,Beige,,No,No faults,,,
39,Honda,Civic,2008,Silver,5000000.0,Kano,,,,,,,,,,,,
40,Toyota,Hilux,2020,Silver,47000000.0,Lagos,Revo Double Cab Petrol 2.7 AWD,,,,,Black,,Yes,No faults,,,
41,Toyota,RAV4,2011,Red,8700000.0,Delta,,,,,,Gray,,,,,Yes,
42,Mercedes-Benz,GLA 250,2015,Blue,32000000.0,Lagos,,,,,,,,No,No faults,,,
43,Toyota,RAV4,2014,Gray,22000000.0,Lagos,,,,,,Other,,No,,,,
44,Lexus,ES,2009,Silver,10700000.0,Lagos,350,Front,,6,,,5,No,No faults,Sedan,,
45,Toyota,Camry,2012,Black,12900000.0,Lagos,,,,,,White,,No,"No faults, Unpainted",,,
46,BMW,5 Series,2024,White,240000000.0,Abuja,,,,,,Gray,,,No faults,,,
47,Mercedes-Benz,E350,2013,White,14000000.0,Abuja,Base 4Matic Sedan AWD (3.5L 6cyl 7A),All Wheel,3500cc,6,302hp,Other,5,No,No faults,Sedan,,
48,Mercedes-Benz,E350,2012,Black,12500000.0,Abuja,,,,,,Black,,Yes,No faults,,,
49,Rover,220,2016,Black,28000000.0,Lagos,,,,,,,,Yes,No faults,,,
50,Toyota,4-Runner,2008,Red,13000000.0,Lagos,Limited,All Wheel,4000cc,6,260hp,,5,,No faults,SUV,,
51,Land Rover,Range Rover,2017,Gray,68000000.0,Lagos,3.0L Supercharged,,,,,Black,,No,No faults,,,
52,Mercedes-Benz,GLK-Class,2013,Black,19000000.0,Lagos,350 4MATIC,All Wheel,3500cc,6,302hp,Black,5,No,No faults,SUV,,
53,Lexus,RX 350,2018,Gray,55000000.0,Lagos,,,,,,Beige,,No,No faults,,,
54,Toyota,Highlander,2009,Gold,14000000.0,Lagos,Limited,Front Wheel,3500cc,6,274hp,Purple,7,No,No faults,SUV,,
55,Mercedes-Benz,G-Class,2015,Gray,103000000.0,Abuja,G 65 AMG 4MATIC,All Wheel,6000cc,12,612hp,,5,,,SUV,,
56,Toyota,Camry,2013,Red,14500000.0,Lagos,SE 4dr Sedan (2.5L 4cyl 6A),Front,2500cc,4,178hp,Other,5,No,No faults,Sedan,,
57,Toyota,Highlander,2008,White,16000000.0,Lagos,Limited,Front Wheel,3500cc,6,275hp,Violet,7,No,"No faults, Unpainted",SUV,No,
58,Toyota,Highlander,2019,Black,42000000.0,Lagos,Limited Platinum,,,,295hp,Black,,No,No faults,,No,
59,Lexus,GX,2010,Gold,27500000.0,Lagos,460,All Wheel,4600cc,8,305hp,Beige,7,No,No faults,SUV,,
60,Lexus,RX 350,2020,Gold,68000000.0,Abuja,,,,,,Black,,No,,,,
61,Nissan,Titan,2007,Black,14000000.0,Lagos,Crew Cab XE,All Wheel,5600cc,8,321hp,Violet,6,,No faults,Pickup,,
62,Toyota,Corolla,2007,Blue,5550000.0,Abuja,,,,,,Other,,Yes,No faults,,No,
63,Mercedes-Benz,GLE-Class,2021,Blue,137000000.0,Lagos,,,,,,Black,,No,No faults,,Yes,
64,Land Rover,Lr3,2008,Red,6300000.0,Lagos,V8 HSE AWD,,,,,Beige,,Yes,No faults,,Yes,
65,Toyota,Highlander,2016,White,28500000.0,Lagos,XLE V6 4x2 (3.5L 6cyl 6A),Front Wheel,3500cc,6,270hp,Black,7,No,"No faults, Unpainted",SUV,,
66,Mercedes-Benz,GLK-Class,2011,Blue,17200000.0,Lagos,350 4MATIC,All Wheel,3500cc,6,268hp,Beige,5,No,"No faults, Original parts",SUV,,
67,Mercedes-Benz,GLA 250,2016,Black,28000000.0,Lagos,,,,,,,,No,"Unpainted, No faults",,,
68,Toyota,Avalon,2014,Black,23000000.0,Lagos,XLE Premium 4dr Sedan (3.5L 6cyl 6A),Front Wheel,3500cc,6,268hp,Black,5,No,"No faults, Unpainted, Original parts",Sedan,,
69,Mercedes-Benz,C300,2010,Black,10900000.0,Abuja,,,,,,Other,,No,No faults,,Yes,
70,Toyota,Highlander,2008,Gray,15650000.0,Lagos,Limited 4x4,All Wheel,3500cc,6,275hp,Gray,7,,No faults,SUV,,
71,Toyota,Highlander,2015,Silver,30500000.0,Lagos,Limited 4dr SUV AWD (3.5L 6cyl 6A),All Wheel,3500cc,6,270hp,Black,7,No,"Unpainted, No faults",SUV,Yes,
72,Lexus,RX,2015,Gold,27300000.0,Lagos,350 AWD,All Wheel,3500cc,6,270hp,Brown,5,No,,SUV,,
73,Lexus,LS,2008,Red,17000000.0,Lagos,460,Rear Wheel,4600cc,8,385hp,Violet,5,,No faults,Sedan,,
74,Mercedes-Benz,GLA 250,2016,Brown,28000000.0,Lagos,,,,,,Beige,,No,"No faults, Unpainted",,,
75,Toyota,4-Runner,2008,Black,14000000.0,Lagos,Limited,All Wheel,4000cc,6,260hp,Gray,5,No,No faults,SUV,,
76,Mercedes-Benz,M Class,2012,Black,27500000.0,Lagos,ML 350 4Matic,All Wheel,3500cc,6,302hp,Gray,5,,No faults,SUV,,
77,Mercedes-Benz,GLE-Class,2023,Black,259999000.0,Lagos,AMG GLE 53 4MATIC,All Wheel,3000cc,6,434hp,Red,5,No,No faults,SUV,No,
78,Toyota,Camry,2007,Black,10500000.0,Lagos,,,,,,,,No,,,,
79,Lexus,RX,2015,White,28500000.0,Lagos,350 FWD,Front Wheel,3500cc,6,270hp,Black,5,No,No faults,SUV,,
80,Mercedes-Benz,GLK-Class,2012,White,18500000.0,Lagos,350,Rear Wheel,3500cc,6,268hp,Black,5,No,"No faults, Unpainted, Original parts",SUV,,
81,Toyota,4-Runner,2019,Silver,62000000.0,Lagos,,,,,,Brown,,No,"No faults, Unpainted",,,
82,Toyota,Highlander,2013,Brown,23500000.0,Lagos,Limited 3.5l 4WD,All Wheel,3500cc,6,270hp,Beige,5,No,"Unpainted, No faults",SUV,,
83,Toyota,Highlander,2017,Brown,38000000.0,Lagos,Limited Platinum 4x2 V6 (3.5L 6cyl 8A),Front Wheel,3500cc,6,295hp,Beige,7-8,No,"No faults, Unpainted, Original parts",SUV,,
84,Mercedes-Benz,C180,2000,Silver,3150000.0,Abuja,,,,,,Other,,Yes,No faults,,Yes,
85,Mercedes-Benz,GLK-Class,2013,Red,14900000.0,Lagos,350 4MATIC,All Wheel,3500cc,6,302hp,Beige,5,,"First owner, Original parts, No faults",SUV,,
86,Toyota,Highlander,2015,Black,28000000.0,Lagos,XLE 4dr SUV AWD (3.5L 6cyl 6A),All Wheel,3500cc,6,270hp,Gray,7-8,,,SUV,,
